arg_struc_cxn	roleset	lemma
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(sbar)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(vp)	prepare.02	prepare
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.01	cast
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	list.01	list
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(np)	rename.01	rename
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	prefer.01	prefer
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat.01	treat
arg0(np)-v(v)-arg2(pp)-arg1(np)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg2(in)-arg1(np)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	pin.01	pin
arg0(np)-v(v)-arg1(np)-arg2(pp)	shove.01	shove
arg0(np)-v(v)-arg1(np)-arg2(vp)	move.03	move
arg0(np)-v(v)-arg1(np)-arg2(pp)	denounce.01	denounce
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	portray.01	portray
arg0(np)-v(v)-arg1(np)-arg2(pp)	flood.01	flood
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01	prevent
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01	push
arg0(np)-v(v)-arg2(rp)-arg1(np)	drive.02	drive
arg0(np)-v(v)-arg1(np)-arg2(pp)	saddle.01	saddle
arg0(np)-v(v)-arg2(rp)-arg1(np)	drive.02	drive
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	judge.01	judge
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	impose.01	impose
arg0(np)-v(v)-arg1(np)-arg2(pp)	impose.01	impose
arg0(np)-v(v)-arg1(np)-arg2(pp)	ban.01	ban
arg1(np)-arg0(np)-v(v)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	hang.01	hang
arg0(np)-v(v)-arg1(np)-arg2(pp)	freeze.02	freeze
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01	advise
arg0(np)-v(v)-arg2(pp)-arg1(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	instruct.01	instruct
arg0(np)-v(v)-arg1(np)-arg2(advp)	take.04	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(sbar)	inform.01	inform
arg0(np)-v(v)-arg1(np)-arg2(pp)	exceed.01	exceed
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01	blame
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02	turn
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg2(pp)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01	move
arg0(np)-v(v)-arg1(np)-arg2(pp)	blend.01	blend
arg1(np)-arg0(np)-v(v)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	meld.01	meld
arg0(np)-v(v)-arg1(np)-arg2(pp)	stamp.01	stamp
arg0(np)-v(v)-arg1(np)-arg2(pp)	infuse.01	infuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	bar.01	bar
arg0(np)-v(v)-arg1(np)-arg2(pp)	inform.01	inform
arg0(np)-v(v)-arg1(np)-arg2(sbar)	convince.01	convince
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(sbar)	notify.01	notify
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(s)	take.01	take
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02	turn
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	prohibit.01	prohibit
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	fill.01	fill
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	return.03	return
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02	turn
arg0(np)-arg1(np)-v(v)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	funnel.01	funnel
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg2(pp)-arg1(np)	sign.02	sign
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	base.02	base
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	expand.01	expand
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
v(v)-arg2(np)-arg1(np)-arg0(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02	add
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	transform.01	transform
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	whip.01	whip
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	trim.02	trim
arg0(np)-v(v)-arg1(np)-arg2(pp)	sue.02	sue
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	monitor.01	monitor
arg0(np)-v(v)-arg1(np)-arg2(pp)	conclude.02	conclude
arg0(np)-v(v)-arg1(np)-arg2(pp)	base.02	base
arg0(np)-v(v)-arg2(np)-arg1(np)	provide.01	provide
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	embezzle.01	embezzle
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	embezzle.01	embezzle
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	seek.01	seek
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(vp)	pressure.01	pressure
arg0(np)-v(v)-arg1(np)-arg2(pp)	stockpile.01	stockpile
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01	criticize
arg0(np)-v(v)-arg1(np)-arg2(pp)	steer.01	steer
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	wreak.01	wreak
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg2(np)-arg1(c("np", "qp"))	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02	turn
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	raise.02	raise
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign.02	sign
arg0(np)-v(v)-arg1(np)-arg2(pp)	coordinate.01	coordinate
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	comb.01	comb
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(rb)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01	set
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg2(np)-arg1(np)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01	describe
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01	move
arg0(np)-v(v)-arg1(np)-arg2(pp)	distance.01	distance
arg0(np)-v(v)-arg1(np)-arg2(pp)	purchase.01	purchase
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	hire.01	hire
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01	estimate
arg0(np)-arg2(np)-v(v)-arg1(np)	cover.01	cover
arg0(np)-v(v)-arg1(np)-arg2(pp)	indict.01	indict
arg0(np)-v(v)-arg1(np)-arg2(pp)	block.01	block
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	amend.01	amend
arg0(np)-v(v)-arg1(np)-arg2(pp)	press.01	press
arg0(np)-v(v)-arg1(np)-arg2(pp)	interpret.01	interpret
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	focus.01	focus
arg0(np)-v(v)-arg1(np)-arg2(pp)	approve.01	approve
arg0(np)-v(v)-arg1(np)-arg2(pp)	attract.01	attract
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	save.01	save
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02	view
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	portend.01	portend
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	line.01	line
arg0(np)-v(v)-arg1(np)-arg2(pp)	propel.01	propel
arg0(np)-v(v)-arg1(np)-arg2(rb)	raise.01	raise
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(rb)	lower.05	lower
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	trim.02	trim
arg0(np)-v(v)-arg1(np)-arg2(np)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg2(np)-arg0(np)-v(v)-arg1(np)	name.01	name
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01	invite
arg0(np)-v(v)-arg1(np)-arg2(pp)	detect.01	detect
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01	prevent
arg0(np)-v(v)-arg2(pp)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(advp)	move.01	move
arg0(np)-v(v)-arg1(np)-arg2(np)	lose.04	lose
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01	lend
arg0(np)-v(v)-arg1(np)-arg2(pp)	prohibit.01	prohibit
arg0(np)-v(v)-arg1(np)-arg2(pp)	issue.01	issue
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	scour.02	scour
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg2(rp)-arg1(np)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg2(rp)-arg1(np)	drive.02	drive
arg0(np)-v(v)-arg1(np)-arg2(rp)	drive.02	drive
arg0(np)-v(v)-arg1(np)-arg2(s)	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg2(rp)-arg1(np)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	exceed.01	exceed
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	freeze.01	freeze
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	increase.01	increase
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	rescue.01	rescue
arg0(np)-v(v)-arg1(np)-arg2(pp)	ally.01	ally
arg0(np)-v(v)-arg1(np)-arg2(pp)	depict.01	depict
arg0(np)-v(v)-arg1(np)-arg2(pp)	hoodwink.01	hoodwink
arg0(np)-v(v)-arg1(np)-arg2(pp)	cite.01	cite
arg0(np)-v(v)-arg1(np)-arg2(np)	entitle.02	entitle
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	attach.01	attach
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign.02	sign
arg0(np)-v(v)-arg2(np)-arg1(np)	award.01	award
arg0(np)-v(v)-arg1(np)-arg2(pp)	switch.01	switch
arg0(np)-v(v)-arg1(np)-arg2(pp)	cover.02	cover
arg0(np)-v(v)-arg1(np)-arg2(pp)	reopen.01	reopen
arg0(np)-v(v)-arg1(np)-arg2(np)	extend.01	extend
arg0(np)-v(v)-arg1(np)-arg2(pp)	transform.01	transform
arg0(np)-v(v)-arg1(np)-arg2(pp)	switch.01	switch
arg0(np)-v(v)-arg1(np)-arg2(pp)	switch.01	switch
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead.03	lead
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	bridge.01	bridge
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(v)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(advp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	solve.01	solve
arg0(np)-v(v)-arg2(pp)-arg1(np)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01	deliver
arg0(np)-v(v)-arg1(np)-arg2(np)	increase.01	increase
arg0(np)-v(v)-arg1(np)-arg2(pp)	start.01	start
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg1(np)-arg2(pp)	require.01	require
v(v)-arg1(np)-arg2(pp)-arg0(np)	see.01	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	catch.03	catch
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01	limit
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01	limit
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead.03	lead
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01	combine
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest.01	invest
arg0(np)-v(v)-arg1(np)-arg2(vp)	induce.01	induce
arg0(np)-v(v)-arg1(np)-arg2(pp)	pluck.01	pluck
v(v)-arg1(np)-arg2(pp)-arg0(np)	introduce.02	introduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01	blame
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat.01	treat
arg0(np)-v(v)-arg1(np)-arg2(pp)	expose.01	expose
arg0(np)-v(v)-arg1(np)-arg2(pp)	transform.01	transform
arg0(np)-v(v)-arg2(np)-arg1(np)	earn.01	earn
arg0(np)-v(v)-arg2(np)-arg1(np)	extend.02	extend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	demand.01	demand
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat.01	treat
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat.01	treat
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02	cut
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	earmark.01	earmark
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	couch.01	couch
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(rb)	take.03	take
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	obtain.01	obtain
arg0(np)-v(v)-arg1(np)-arg2(pp)	lay.01	lay
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	define.01	define
arg1(np)-arg0(np)-v(v)-arg2(pp)	pose.02	pose
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	steer.01	steer
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s"))	assure.01	assure
arg0(np)-v(v)-arg1(np)-arg2(pp)	drop.05	drop
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01	prevent
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02	drive
arg0(np)-v(v)-arg1(np)-arg2(pp)	save.02	save
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	pull.01	pull
arg0(np)-v(v)-arg1(np)-arg2(pp)	restore.01	restore
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	sweep.01	sweep
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	charter.01	charter
arg0(np)-v(v)-arg2(rb)-arg1(np)	pull.01	pull
arg0(np)-v(v)-arg1(np)-arg2(pp)	pack.01	pack
arg0(np)-v(v)-arg1(np)-arg2(pp)	assign.01	assign
arg0(np)-v(v)-arg2(np)-arg1(np)	find.01	find
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	save.02	save
arg1(np)-arg0(np)-v(v)-arg2(pp)	share.01	share
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	sue.02	sue
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(adjp)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01	share
arg0(np)-v(v)-arg1(np)-arg2(pp)	read.01	read
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.02	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	bury.01	bury
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01	combine
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	heap.01	heap
arg0(np)-v(v)-arg1(np)-arg2(pp)	cushion.01	cushion
arg0(np)-v(v)-arg2(np)-arg1(c("np", "qp"))	owe.01	owe
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01	lend
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01	lend
arg1(np)-arg0(np)-v(v)-arg2(pp)	inject.01	inject
arg0(np)-v(v)-arg1(np)-arg2(sbar)	satisfy.02	satisfy
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01	criticize
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	adjust.01	adjust
arg2(wp)-arg0(np)-v(v)-arg1(np)	regard.01	regard
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01	move
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise.01	advise
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	elevate.01	elevate
arg0(np)-v(v)-arg1(np)-arg2(pp)	expose.01	expose
arg0(np)-v(v)-arg1(np)-arg2(pp)	doom.01	doom
arg0(np)-v(v)-arg1(np)-arg2(pp)	conceal.01	conceal
arg0(np)-v(v)-arg1(np)-arg2(pp)	model.01	model
arg0(np)-v(v)-arg1(np)-arg2(pp)	collect.01	collect
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01	link
arg0(np)-v(v)-arg1(np)-arg2(pp)	connect.01	connect
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg0(np)-v(v)-arg2(pp)-arg1(np)	succeed.02	succeed
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	allocate.01	allocate
